기준연도,시도코드,시도명,대학구분명,대학교명,본분교구분명,설립형태구분명,평균입학금액,평균등록금액,데이터기준일자,제공기관코드,제공기관명
2025,47,경상북도,대학,대구예술대학교,본교,사립,0,8319377.8,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,대학,을지대학교,본교,사립,0,10969266.7,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,이화여자대학교,본교,사립,0,9025874.9,2025-05-19,B552529,한국장학재단
2025,48,경상남도,대학,인제대학교,본교,사립,0,7701980.4,2025-05-19,B552529,한국장학재단
2025,28,인천광역시,대학,인천가톨릭대학교,본교,사립,0,5446000,2025-05-19,B552529,한국장학재단
2025,28,인천광역시,대학,인하대학교,본교,사립,0,8208392.2,2025-05-19,B552529,한국장학재단
2025,51,강원특별자치도,대학,한림대학교,본교,사립,0,7971522.3,2025-05-19,B552529,한국장학재단
2025,47,경상북도,대학,경일대학교,본교,사립,0,7753759.3,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,장로회신학대학교,본교,사립,0,7202000,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,대학,호남신학대학교,본교,사립,0,6938628.6,2025-05-19,B552529,한국장학재단
2025,41,경기도,대학,한국항공대학교,본교,사립,0,8935459.5,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,대학,호원대학교,본교,사립,0,7269319.6,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,서울여자대학교,본교,사립,0,7974807.1,2025-05-19,B552529,한국장학재단
2025,47,경상북도,대학,대구한의대학교,본교,사립,0,7597609.1,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,대학,조선대학교,본교,사립,0,7477306.4,2025-05-19,B552529,한국장학재단
2025,44,충청남도,대학,중부대학교,본교,사립,0,7607472.7,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,중앙대학교,본교,사립,0,8363819.1,2025-05-19,B552529,한국장학재단
2025,43,충청북도,대학,청주대학교,본교,사립,0,8062329.9,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,추계예술대학교,본교,사립,0,9600692,2025-05-19,B552529,한국장학재단
2025,43,충청북도,대학,극동대학교,본교,사립,0,7921017.8,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,대학,한국침례신학대학교,본교,사립,0,6164013.7,2025-05-19,B552529,한국장학재단
2025,41,경기도,대학,칼빈대학교,본교,사립,0,8113055.6,2025-05-19,B552529,한국장학재단
2025,47,경상북도,대학,포항공과대학교,본교,사립,0,5613500,2025-05-19,B552529,한국장학재단
2025,41,경기도,대학,평택대학교,본교,사립,0,7952521.6,2025-05-19,B552529,한국장학재단
2025,43,충청북도,대학,가톨릭꽃동네대학교,본교,사립,0,7506277.8,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,강서대학교,본교,사립,0,7924720.2,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,한국성서대학교,본교,사립,0,7490682.3,2025-05-19,B552529,한국장학재단
2025,44,충청남도,대학,한국기술교육대학교,본교,사립,0,4475315.8,2025-05-19,B552529,한국장학재단
2025,48,경상남도,대학,경남대학교,본교,사립,0,6850262.3,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,대학,경성대학교,본교,사립,0,7328471.4,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,한성대학교,본교,사립,0,7793161.1,2025-05-19,B552529,한국장학재단
2025,41,경기도,대학,한신대학교,본교,사립,0,7641273.8,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,한양대학교,본교,사립,0,9016311.6,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,대학,한일장신대학교,본교,사립,0,6810205.5,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,서울한영대학교,본교,사립,0,7082277.8,2025-05-19,B552529,한국장학재단
2025,44,충청남도,대학,한서대학교,본교,사립,0,8366237.5,2025-05-19,B552529,한국장학재단
2025,46,전라남도,대학,동신대학교,본교,사립,0,7064104.4,2025-05-19,B552529,한국장학재단
2025,47,경상북도,대학,한동대학교,본교,사립,0,7471730.5,2025-05-19,B552529,한국장학재단
2025,47,경상북도,대학,동양대학교,본교,사립,0,7706351.5,2025-05-19,B552529,한국장학재단
2025,44,충청남도,대학,청운대학교,본교,사립,0,7759020.6,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,대학,대전대학교,본교,사립,0,7453927.6,2025-05-19,B552529,한국장학재단
2025,44,충청남도,대학,호서대학교,본교,사립,0,8164909.4,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,대학,광주대학교,본교,사립,0,6919352.4,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,홍익대학교,본교,사립,0,8836668.5,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,서울기독대학교,본교,사립,0,7913735.3,2025-05-19,B552529,한국장학재단
2025,47,경상북도,대학,위덕대학교,본교,사립,0,7299243.6,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,대학,남부대학교,본교,사립,0,6565533.5,2025-05-19,B552529,한국장학재단
2025,46,전라남도,대학,목포가톨릭대학교,본교,사립,0,6554800,2025-05-19,B552529,한국장학재단
2025,48,경상남도,대학,부산장신대학교,본교,사립,0,6133687.5,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,대학,예원예술대학교,본교,사립,0,8504806.2,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,대학,예수대학교,본교,사립,0,7273000,2025-05-19,B552529,한국장학재단
2025,44,충청남도,대학,금강대학교,본교,사립,0,6598000,2025-05-19,B552529,한국장학재단
2025,41,경기도,대학,화성의과학대학교,본교,사립,0,7704138.4,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,원격대학,건양사이버대학교,본교,사립,0,2541328.6,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,원격대학,경희사이버대학교,본교,사립,0,2914434.8,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,원격대학,고려사이버대학교,본교,사립,0,2571227,2025-05-19,B552529,한국장학재단
2025,41,경기도,원격대학,국제사이버대학교,본교,사립,0,2557224,2025-05-19,B552529,한국장학재단
2025,44,충청남도,원격대학,글로벌사이버대학교,본교,사립,0,2443653.6,2025-05-19,B552529,한국장학재단
2025,47,경상북도,원격대학,대구사이버대학교,본교,사립,0,2622947.4,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,원격대학,디지털서울문화예술대학교,본교,사립,0,3042212.5,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,원격대학,부산디지털대학교,본교,사립,0,2522964,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,원격대학,사이버한국외국어대학교,본교,사립,0,2887435.2,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,원격대학,서울디지털대학교,본교,사립,0,2274830.3,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,원격대학,서울사이버대학교,본교,사립,0,2849189.4,2025-05-19,B552529,한국장학재단
2025,41,경기도,원격대학,세계사이버대학,본교,사립,0,2484000,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,원격대학,세종사이버대학교,본교,사립,0,2928327.6,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,원격대학,숭실사이버대학교,본교,사립,0,2772244.9,2025-05-19,B552529,한국장학재단
2025,47,경상북도,원격대학,영남사이버대학교,본교,사립,0,2059746.8,2025-05-19,B552529,한국장학재단
2025,27,대구광역시,원격대학,영진사이버대학교,본교,사립,0,2427000,2025-05-19,B552529,한국장학재단
2025,43,충청북도,대학,중원대학교,본교,사립,0,7423544.2,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,원격대학,원광디지털대학교,본교,사립,0,2737132.5,2025-05-19,B552529,한국장학재단
2025,43,충청북도,대학,순복음총회신학교,본교,사립,0,6048025.2,2025-05-19,B552529,한국장학재단
2025,47,경상북도,대학,김천대학교,본교,사립,0,7159777.6,2025-05-19,B552529,한국장학재단
2025,43,충청북도,대학,건국대학교(글로컬),분교,사립,0,8570181.3,2025-05-19,B552529,한국장학재단
2025,36,세종특별자치시,대학,고려대학교(세종),분교,사립,0,8939543.3,2025-05-19,B552529,한국장학재단
2025,47,경상북도,대학,동국대학교(WISE),분교,사립,0,8380054.6,2025-05-19,B552529,한국장학재단
2025,44,충청남도,대학,상명대학교,제2캠퍼,사립,0,8535797.4,2025-05-19,B552529,한국장학재단
2025,51,강원특별자치도,대학,연세대학교(미래),분교,사립,0,9063319.2,2025-05-19,B552529,한국장학재단
2025,41,경기도,대학,중앙대학교,제2캠퍼,사립,0,9165370.4,2025-05-19,B552529,한국장학재단
2025,41,경기도,대학,한양대학교(ERICA),분교,사립,0,9004779.7,2025-05-19,B552529,한국장학재단
2025,36,세종특별자치시,대학,홍익대학교,제2캠퍼,사립,0,8975828.6,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,가톨릭대학교,제2캠퍼,사립,0,9728300.7,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,가톨릭대학교,제3캠퍼,사립,0,6450000,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,대학,건양대학교,제2캠퍼,사립,0,7641372.9,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,대학,경기대학교,제2캠퍼,사립,0,7548841.5,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,서울기독대학교,본교,사립,600000,4197949.2,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,사이버한국외국어대학교,본교,사립,500000,3600000,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,서울사이버대학교,본교,사립,500000,3786538.5,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,한양사이버대학교,본교,사립,700000,4356268.7,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,고신대학교,본교,사립,611875,4589665.2,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,동명대학교,본교,사립,550000,3175134.2,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,동서대학교,본교,사립,600000,5055374.2,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,동아대학교,본교,사립,692000,5363641.6,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,동의대학교,본교,사립,630000,4977284.9,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,신라대학교,본교,사립,590000,4336849.6,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,부산가톨릭대학교,본교,사립,532000,3979426.1,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,부산외국어대학교,본교,사립,600000,4641073.9,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,경성대학교,본교,사립,550000,4259820.9,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,부산디지털대학교,본교,사립,400000,3400000,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,영산대학교(해운대),본교,사립,590000,4577049.2,2025-05-19,B552529,한국장학재단
2025,27,대구광역시,일반대학원,계명대학교,본교,사립,810000,5115576.8,2025-05-19,B552529,한국장학재단
2025,28,인천광역시,일반대학원,인천가톨릭대학교,본교,사립,0,2784500,2025-05-19,B552529,한국장학재단
2025,28,인천광역시,일반대학원,인하대학교,본교,사립,1041000,6447097.9,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,일반대학원,광신대학교,본교,사립,390581.4,3536751.4,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,일반대학원,호남대학교,본교,사립,536000,3874613.8,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,일반대학원,광주여자대학교,본교,사립,600000,4017162.2,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,일반대학원,호남신학대학교,본교,사립,496000,4020704.8,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,일반대학원,조선대학교,본교,사립,727000,5089631.2,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,일반대학원,광주대학교,본교,사립,520967.7,3730123.1,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,일반대학원,남부대학교,본교,사립,567000,3734316.7,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,목원대학교,본교,사립,715000,4338047,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,한남대학교,본교,사립,755620,4191460.4,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,대전신학대학교,본교,사립,600000,3792857.1,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,우송대학교,본교,사립,800000,5253859.8,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,배재대학교,본교,사립,806000,4844099.2,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,한국침례신학대학교,본교,사립,836652.2,3842440,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,대전대학교,본교,사립,730000,4927563.7,2025-05-19,B552529,한국장학재단
2025,31,울산광역시,일반대학원,울산대학교,본교,사립,775000,5893695.1,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,가톨릭대학교,본교,사립,1086000,6009312,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,강남대학교,본교,사립,875000,4844145.5,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,경기대학교,본교,사립,888000,5516113.5,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,가천대학교,본교,사립,907000,5757324.8,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,수원대학교,본교,사립,768000,4716778.5,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,서울장신대학교,본교,사립,442000,4817000,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,수원가톨릭대학교,본교,사립,0,2781500,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,단국대학교,본교,사립,980000,6521184.2,2025-05-19,B552529,한국장학재단
2025,50,제주특별자치도,전문대학,한국폴리텍 I 대학 제주캠퍼스,본교,사립,0,2164000,2025-05-19,B552529,한국장학재단
2025,41,경기도,대학,을지대학교,제3캠퍼,사립,0,8682056,2025-05-19,B552529,한국장학재단
2025,47,경상북도,전문대학,한국폴리텍 특성화대학 로봇캠퍼스,본교,사립,0,2164000,2025-05-19,B552529,한국장학재단
2025,41,경기도,전문대학,한국폴리텍 II 대학 화성캠퍼스,본교,사립,0,0,2025-05-19,B552529,한국장학재단
2025,46,전라남도,대학,한국에너지공과대학교,본교,국립,0,9000000,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,전문대학,한국폴리텍 VII 대학 동부산캠퍼스,본교,사립,0,0,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,대학,영산대학교(해운대),본교,사립,0,7269549.7,2025-05-19,B552529,한국장학재단
2025,48,경상남도,대학,영산대학교(양산),제2캠퍼,사립,0,7032579,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,감리교신학대학교,본교,사립,1133825,4213514.7,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,건국대학교,본교,사립,1015000,6027995.1,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,고려대학교,본교,사립,1144635.5,6587891.6,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,경희대학교,본교,사립,1000000,6326495.5,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,광운대학교,본교,사립,983000,6587378,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,국민대학교,본교,사립,1029000,6381932.2,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,세종대학교,본교,사립,990000,6467551.3,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,총신대학교,본교,사립,1069307.7,4612007.8,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,덕성여자대학교,본교,사립,1094000,5010770.4,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,동국대학교,본교,사립,1047000,6004278.7,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,동덕여자대학교,본교,사립,847000,5611080.2,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,한국외국어대학교,본교,사립,1070000,5014895.3,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,삼육대학교,본교,사립,835000,5780468.8,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,상명대학교,본교,사립,1039000,6044047.7,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,서강대학교,본교,사립,1042000,6219861.1,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,서경대학교,본교,사립,910000,4956754.6,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,성공회대학교,본교,사립,831500,5299650.8,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,성균관대학교,본교,사립,1141000,7076759.7,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,성신여자대학교,본교,사립,931000,5441671.5,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,숙명여자대학교,본교,사립,913000,5992921.2,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,숭실대학교,본교,사립,950000,6123291.4,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,연세대학교,본교,사립,997172.3,6614017.3,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,이화여자대학교,본교,사립,1027000,6358792.4,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,장로회신학대학교,본교,사립,787000,5015240.9,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,서울여자대학교,본교,사립,1000000,4994016.2,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,중앙대학교,본교,사립,980000,6560288.6,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,추계예술대학교,본교,사립,650000,5424192.3,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,강서대학교,본교,사립,741282.1,4515089.9,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,한국성서대학교,본교,사립,400000,4797666.7,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,한성대학교,본교,사립,963846.2,4949111.8,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,한양대학교,본교,사립,1030000,6607363.3,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,서울한영대학교,본교,사립,600000,4367051.3,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,홍익대학교,본교,사립,996000,6923918.8,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,한밭대학교,본교,국립,42700,2999403.2,2025-05-19,B552529,한국장학재단
2025,31,울산광역시,일반대학원,울산과학기술원,본교,국립,0,3848717.4,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,한국학대학원,본교,국립,0,1290000,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,한경대학교,본교,국립,23000,2850589.1,2025-05-19,B552529,한국장학재단
2025,51,강원특별자치도,일반대학원,강릉원주대학교,본교,국립,0,2669841.5,2025-05-19,B552529,한국장학재단
2025,51,강원특별자치도,일반대학원,강원대학교,본교,국립,178000,3013749.6,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,충북대학교,본교,국립,175000,2838267.6,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,한국교원대학교,본교,국립,197000,2940690,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,한국교통대학교,본교,국립,38360.7,2673878,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,공주대학교,본교,국립,179000,2604581.2,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,한국전통문화대학교(일반),본교,국립,0,1799363.6,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,일반대학원,군산대학교,본교,국립,178000,2333025.6,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,일반대학원,전북대학교,본교,국립,178000,3256567.8,2025-05-19,B552529,한국장학재단
2025,46,전라남도,일반대학원,목포대학교,본교,국립,189000,2292171.7,2025-05-19,B552529,한국장학재단
2025,46,전라남도,일반대학원,목포해양대학교,본교,국립,168000,2388000,2025-05-19,B552529,한국장학재단
2025,46,전라남도,일반대학원,순천대학교,본교,국립,180000,2431631.6,2025-05-19,B552529,한국장학재단
2025,46,전라남도,일반대학원,한국에너지공과대학교,본교,국립,0,4500000,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,금오공과대학교,본교,국립,184000,2630217.5,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,경국대학교,본교,국립,170000,2225965.3,2025-05-19,B552529,한국장학재단
2025,48,경상남도,일반대학원,경상국립대학교,본교,국립,180000,2960282.1,2025-05-19,B552529,한국장학재단
2025,48,경상남도,일반대학원,창원대학교,본교,국립,0,2523591.1,2025-05-19,B552529,한국장학재단
2025,50,제주특별자치도,일반대학원,제주대학교,본교,국립,183000,2735066.5,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,서울시립대학교,본교,공립,184000,3096887.3,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,한양대학교(ERICA),분교,사립,1030000,6729356.2,2025-05-19,B552529,한국장학재단
2025,51,강원특별자치도,일반대학원,연세대학교(미래),분교,사립,1028000,6356239.6,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,건국대학교(글로컬),분교,사립,1015000,5895253.9,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,동국대학교(WISE),분교,사립,1047000,5570432.8,2025-05-19,B552529,한국장학재단
2025,36,세종특별자치시,일반대학원,고려대학교(세종),분교,사립,1142000,6608308.6,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,가톨릭대학교,제2캠퍼,사립,1003000,7833289.2,2025-05-19,B552529,한국장학재단
2025,28,인천광역시,일반대학원,인천가톨릭대학교,제2캠퍼,사립,470200,6321675,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,건양대학교,제2캠퍼,사립,600000,4856767.5,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,중앙대학교,제2캠퍼,사립,980000,6880019.5,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,예원예술대학교,제2캠퍼,사립,460000,4800000,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,상명대학교,제2캠퍼,사립,1039000,6164163.1,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,단국대학교,제2캠퍼,사립,980000,6980472.2,2025-05-19,B552529,한국장학재단
2025,48,경상남도,일반대학원,영산대학교(양산),제2캠퍼,사립,590000,4863000,2025-05-19,B552529,한국장학재단
2025,36,세종특별자치시,일반대학원,홍익대학교,제2캠퍼,사립,996000,7248200,2025-05-19,B552529,한국장학재단
2025,51,강원특별자치도,일반대학원,강릉원주대학교,제2캠퍼,국립,0,2389308.6,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,가톨릭대학교,제3캠퍼,사립,1086000,4996000,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,을지대학교,제3캠퍼,사립,844000,5094191.4,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,일반대학원,원광디지털대학교,본교,사립,800000,3125000,2025-05-19,B552529,한국장학재단
2025,46,전라남도,일반대학원,광주가톨릭대학교,본교,사립,0,0,2025-05-19,B552529,한국장학재단
2025,46,전라남도,일반대학원,세한대학교,본교,사립,669000,3067400,2025-05-19,B552529,한국장학재단
2025,46,전라남도,일반대학원,동신대학교,본교,사립,530000,4238018.8,2025-05-19,B552529,한국장학재단
2025,46,전라남도,일반대학원,초당대학교,본교,사립,400000,3530100,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,영남신학대학교,본교,사립,550000,4511121.2,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,대신대학교,본교,사립,550000,3487044.4,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,대구가톨릭대학교,본교,사립,786000,4997758.6,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,대구대학교,본교,사립,750000,4745571.7,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,영남대학교,본교,사립,839000,5140515.6,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,신경주대학교,본교,사립,684000,3928465.4,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,경일대학교,본교,사립,750000,4155065.5,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,대구한의대학교,본교,사립,780000,4919603.8,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,포항공과대학교,본교,사립,898000,5185364.6,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,한동대학교,본교,사립,900000,5291341.5,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,동양대학교,본교,사립,710000,4138772.5,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,위덕대학교,본교,사립,600000,4026777.8,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,대구사이버대학교,본교,사립,500000,3675000,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,김천대학교,본교,사립,675000,3394606.1,2025-05-19,B552529,한국장학재단
2025,47,경상북도,일반대학원,경운대학교,본교,사립,732000,4722114.3,2025-05-19,B552529,한국장학재단
2025,48,경상남도,일반대학원,인제대학교,본교,사립,785000,5547124.6,2025-05-19,B552529,한국장학재단
2025,48,경상남도,일반대학원,경남대학교,본교,사립,600000,4244833.3,2025-05-19,B552529,한국장학재단
2025,48,경상남도,일반대학원,부산장신대학교,본교,사립,600000,4126660,2025-05-19,B552529,한국장학재단
2025,48,경상남도,일반대학원,창신대학교,본교,사립,0,4020952.4,2025-05-19,B552529,한국장학재단
2025,48,경상남도,일반대학원,가야대학교(김해),본교,사립,653000,3872153.8,2025-05-19,B552529,한국장학재단
2025,50,제주특별자치도,일반대학원,제주국제대학교,본교,사립,540000,3293333.3,2025-05-19,B552529,한국장학재단
2025,36,세종특별자치시,일반대학원,대전가톨릭대학교,본교,사립,0,3110000,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,서울대학교,본교,국립,169000,3869807.1,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,한국체육대학교,본교,국립,190000,3244000,2025-05-19,B552529,한국장학재단
2025,11,서울특별시,일반대학원,서울과학기술대학교,본교,국립,22000,3749616.2,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,부경대학교,본교,국립,178000,2452654.3,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,부산대학교,본교,국립,181000,3253680.9,2025-05-19,B552529,한국장학재단
2025,26,부산광역시,일반대학원,한국해양대학교,본교,국립,178500,2599762.7,2025-05-19,B552529,한국장학재단
2025,27,대구광역시,일반대학원,경북대학교,본교,국립,189000,3258843.7,2025-05-19,B552529,한국장학재단
2025,27,대구광역시,일반대학원,대구경북과학기술원,본교,국립,0,3845000,2025-05-19,B552529,한국장학재단
2025,28,인천광역시,일반대학원,인천대학교,본교,국립,485000,3898033.7,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,일반대학원,전남대학교,본교,국립,0,3144465.6,2025-05-19,B552529,한국장학재단
2025,29,광주광역시,일반대학원,광주과학기술원,본교,국립,680000,3453325.8,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,충남대학교,본교,국립,181000,3232009.3,2025-05-19,B552529,한국장학재단
2025,30,대전광역시,일반대학원,한국과학기술원,본교,국립,0,9546559.1,2025-05-19,B552529,한국장학재단
