기준연도,시도코드,시도명,대학구분명,대학교명,본분교구분명,설립형태구분명,평균입학금액,평균등록금액,데이터기준일자,제공기관코드,제공기관명
2025,41,경기도,일반대학원,용인대학교,본교,사립,886000,5820827.4,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,아주대학교,본교,사립,900000,7085862.8,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,대진대학교,본교,사립,931000,5899531.7,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,명지대학교,본교,사립,930000,6104138.2,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,협성대학교,본교,사립,800000,3578983.1,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,서울신학대학교,본교,사립,883604.7,4739186.8,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,성결대학교,본교,사립,850000,4634783.1,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,차의과학대학교,본교,사립,806000,6298852.7,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,한세대학교,본교,사립,600000,4704847.5,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,중앙승가대학교,본교,사립,566666.7,2900000,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,아신대학교,본교,사립,738000,3714836.5,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,안양대학교,본교,사립,843975.9,5173320.6,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,한국항공대학교,본교,사립,781000,6045798.8,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,칼빈대학교,본교,사립,160000,4580000,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,평택대학교,본교,사립,840000,4905894.4,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,한신대학교,본교,사립,956000,4505137.4,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,한국공학대학교,본교,사립,700000,4878000,2025-05-19,B552529,한국장학재단
2025,41,경기도,일반대학원,신한대학교,본교,사립,500000,4901680.7,2025-05-19,B552529,한국장학재단
2025,51,강원특별자치도,일반대학원,가톨릭관동대학교,본교,사립,630000,4884349.2,2025-05-19,B552529,한국장학재단
2025,51,강원특별자치도,일반대학원,상지대학교,본교,사립,715000,5517179.3,2025-05-19,B552529,한국장학재단
2025,51,강원특별자치도,일반대학원,한림대학교,본교,사립,992000,6227938.7,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,세명대학교,본교,사립,140000,4250820.7,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,서원대학교,본교,사립,677000,4610655.2,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,청주대학교,본교,사립,437000,4944256.1,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,극동대학교,본교,사립,600000,4445578.9,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,가톨릭꽃동네대학교,본교,사립,700000,3000000,2025-05-19,B552529,한국장학재단
2025,43,충청북도,일반대학원,중원대학교,본교,사립,750000,3519000,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,나사렛대학교,본교,사립,800000,4619313,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,순천향대학교,본교,사립,827000,5954170.5,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,백석대학교,본교,사립,678947.4,5444705.9,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,선문대학교,본교,사립,783000,4511419.8,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,중부대학교,본교,사립,576000,3835087.2,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,한국기술교육대학교,본교,사립,257000,2775673.8,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,한서대학교,본교,사립,700000,4527617.2,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,호서대학교,본교,사립,780000,5022365.4,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,금강대학교,본교,사립,1000000,3700000,2025-05-19,B552529,한국장학재단
2025,44,충청남도,일반대학원,남서울대학교,본교,사립,750000,3432951.2,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,일반대학원,전주대학교,본교,사립,650000,4268625,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,일반대학원,우석대학교,본교,사립,637000,4671030.7,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,일반대학원,원광대학교,본교,사립,640000,5073669.4,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,일반대학원,한일장신대학교,본교,사립,550000,3784857.1,2025-05-19,B552529,한국장학재단
2025,52,전북특별자치도,일반대학원,예수대학교,본교,사립,473000,3900000,2025-05-19,B552529,한국장학재단
